timestamp,Open,High,Low,Close,Volume,VWAP
2023-06-01 16:05:00-04:00,180.08,180.3,180.0,180.27,3237751.0,180.09
2023-06-01 16:10:00-04:00,180.26,180.44,180.09,180.42,104701.0,180.09
2023-06-01 16:15:00-04:00,180.4,180.43,180.09,180.33,61862.0,180.09
2023-06-01 16:20:00-04:00,180.09,180.36,180.09,180.24,17637.0,180.09
2023-06-01 16:25:00-04:00,180.25,180.38,180.2,180.34,7735.0,180.09
2023-06-01 16:30:00-04:00,180.34,180.4,180.25,180.33,5013.0,180.09
2023-06-01 16:35:00-04:00,180.33,180.48,180.09,180.47,56966.0,180.1
2023-06-01 16:40:00-04:00,180.46,180.49,180.32,180.39,14873.0,180.1
2023-06-01 16:45:00-04:00,180.42,180.45,180.0,180.37,110426.0,180.1
2023-06-01 16:50:00-04:00,180.4,180.4,180.31,180.39,15693.0,180.1
2023-06-01 16:55:00-04:00,180.39,180.44,180.36,180.44,6717.0,180.1
2023-06-01 17:00:00-04:00,180.4,180.44,180.35,180.4,8089.0,180.1
2023-06-01 17:05:00-04:00,180.38,180.5,180.38,180.39,10837.0,180.1
2023-06-01 17:10:00-04:00,180.4,180.62,180.39,180.59,6147.0,180.1
2023-06-01 17:15:00-04:00,180.56,180.59,180.53,180.58,4463.0,180.1
2023-06-01 17:20:00-04:00,180.58,180.58,180.5,180.57,4540.0,180.1
2023-06-01 17:25:00-04:00,180.57,180.57,180.5,180.53,948.0,180.1
2023-06-01 17:30:00-04:00,180.54,180.54,180.45,180.46,3707.0,180.1
2023-06-01 17:35:00-04:00,180.46,180.53,180.35,180.47,1356.0,180.1
2023-06-01 17:40:00-04:00,180.47,180.53,180.42,180.5,1158.0,180.1
2023-06-01 17:45:00-04:00,180.48,180.5,180.4,180.43,1573.0,180.1
2023-06-01 17:50:00-04:00,180.43,180.54,180.38,180.53,6402.0,180.1
2023-06-01 17:55:00-04:00,180.53,180.53,180.42,180.49,2815.0,180.1
2023-06-01 18:00:00-04:00,180.47,180.52,180.44,180.49,1353.0,180.1
2023-06-01 18:05:00-04:00,180.49,180.54,180.48,180.52,451.0,180.1
2023-06-01 18:10:00-04:00,180.52,180.53,180.49,180.49,211.0,180.1
2023-06-01 18:15:00-04:00,180.52,180.54,180.49,180.51,356.0,180.1
2023-06-01 18:20:00-04:00,180.52,180.53,180.45,180.49,292.0,180.1
2023-06-01 18:25:00-04:00,180.49,180.54,180.46,180.52,1311.0,180.1
2023-06-01 18:30:00-04:00,180.53,180.55,180.51,180.54,839.0,180.1
2023-06-01 18:35:00-04:00,180.54,180.59,180.5,180.55,2013.0,180.1
2023-06-01 18:40:00-04:00,180.53,180.56,180.5,180.54,863.0,180.1
2023-06-01 18:45:00-04:00,180.54,180.54,180.43,180.51,2937.0,180.11
2023-06-01 18:50:00-04:00,180.5,180.59,180.49,180.53,546.0,180.11
2023-06-01 18:55:00-04:00,180.53,180.55,180.46,180.51,771.0,180.11
2023-06-01 19:00:00-04:00,180.54,180.55,180.47,180.51,382.0,180.11
2023-06-01 19:05:00-04:00,180.54,180.55,180.46,180.5,196.0,180.11
2023-06-01 19:10:00-04:00,180.5,180.54,180.46,180.5,217.0,180.11
2023-06-01 19:15:00-04:00,180.5,180.54,180.42,180.5,607.0,180.11
2023-06-01 19:20:00-04:00,180.5,180.53,180.46,180.51,144.0,180.11
2023-06-01 19:25:00-04:00,180.51,180.55,180.49,180.54,4036.0,180.11
2023-06-01 19:30:00-04:00,180.55,180.62,180.5,180.6,1046.0,180.11
2023-06-01 19:35:00-04:00,180.6,180.64,180.58,180.59,476.0,180.11
2023-06-01 19:40:00-04:00,180.58,180.7,180.58,180.62,2933.0,180.11
2023-06-01 19:45:00-04:00,180.64,180.69,180.63,180.63,2057.0,180.11
2023-06-01 19:50:00-04:00,180.63,180.65,180.57,180.65,4189.0,180.11
2023-06-01 19:55:00-04:00,180.62,180.64,180.52,180.54,1996.0,180.11
2023-06-01 20:00:00-04:00,180.57,180.62,180.49,180.5,1291.0,180.11
2023-06-02 04:05:00-04:00,180.57,180.69,180.56,180.57,3981.0,180.65
2023-06-02 04:10:00-04:00,180.57,180.71,180.5,180.52,4185.0,180.64
2023-06-02 04:15:00-04:00,180.6,180.6,180.52,180.52,1509.0,180.62
