Date,Open,High,Low,Close,Volume
2013-05-02 00:00:00-04:00,46435.66661898101,46527.015471346225,44593.464762949305,44897.9609375,1328
2013-05-03 00:00:00-04:00,43603.849472759226,43679.973511643235,42873.05869947276,43314.578125,1275
2013-05-06 00:00:00-04:00,43086.21063189011,43162.33467894292,42583.791921341566,42812.1640625,844
2013-05-07 00:00:00-04:00,42614.2403480416,43314.58156133561,42477.217067179736,42903.51171875,1330
2013-05-08 00:00:00-04:00,42964.40439551768,43131.877268781565,42111.81522253788,42203.1640625,938
2013-05-09 00:00:00-04:00,42431.54025502292,42644.68756882641,41563.72619168015,42340.19140625,1020
2013-05-10 00:00:00-04:00,42157.49764080802,42355.420164943265,41563.73006840227,41594.1796875,914
2013-05-13 00:00:00-04:00,41822.5577929831,41959.58109845701,41167.89088905216,41441.9375,915
2013-05-14 00:00:00-04:00,41441.93163552926,41441.93163552926,40437.09420424898,40848.1640625,1012
2013-05-15 00:00:00-04:00,41061.30496002907,41365.801103596204,40467.53748007314,40589.3359375,786
2013-05-16 00:00:00-04:00,40391.41748977804,40772.037707359814,39873.773993866824,40726.36328125,1278
2013-05-17 00:00:00-04:00,40147.82484645954,40452.321053106934,39462.70838150289,39508.3828125,1224
2013-05-20 00:00:00-04:00,39828.106276320825,40163.05212421038,39325.68750448651,39767.20703125,1042
2013-05-21 00:00:00-04:00,39751.97937373652,40163.049248531956,39142.98696663217,39538.83203125,1047
2013-05-22 00:00:00-04:00,39386.58584222561,41213.56315226314,38473.09718720685,40574.12109375,3567
2013-05-23 00:00:00-04:00,41670.30337086825,41913.90032152002,40497.99304585661,40878.61328125,2346
2013-05-24 00:00:00-04:00,41700.74819577445,42050.9187720807,40939.5078125,40939.5078125,1564
2013-05-28 00:00:00-04:00,39508.37874318074,40513.216121620026,39051.6344802538,40117.37109375,1784
2013-05-29 00:00:00-04:00,40604.56481162384,41381.03005549066,40284.84382885514,40726.36328125,2055
2013-05-30 00:00:00-04:00,40711.14519614362,40711.14519614362,39523.60992116261,40071.703125,1504
2013-05-31 00:00:00-04:00,40558.88505945796,41289.67578125,39614.947043809916,41289.67578125,1392
2013-06-03 00:00:00-04:00,41122.209829735766,42538.11709155192,40909.0625,40909.0625,3515
2013-06-04 00:00:00-04:00,40711.13901730136,42066.1470100238,40208.72032337056,41578.953125,2667
2013-06-05 00:00:00-04:00,41944.354945160936,43284.138333608906,41502.835419422394,43162.33984375,3156
2013-06-06 00:00:00-04:00,43025.30455901412,44258.51392535529,42553.335542266264,42583.78515625,2891
2013-06-07 00:00:00-04:00,42020.476614932886,42340.1976326552,40680.69330257271,40832.94140625,2361
2013-06-10 00:00:00-04:00,40528.442115151236,41015.63600984877,40193.496312546675,40772.0390625,1857
2013-06-11 00:00:00-04:00,41990.01953125,42370.63972279505,40893.833379600255,41990.01953125,2609
2013-06-12 00:00:00-04:00,41244.015934541545,43603.861807503505,41183.116686207046,43421.1640625,2863
2013-06-13 00:00:00-04:00,43603.85977330663,43969.2552462673,41502.83580378278,41807.33203125,1850
2013-06-14 00:00:00-04:00,41776.876330025036,42781.713734464414,41639.853047601486,42568.56640625,1760
2013-06-17 00:00:00-04:00,41533.27502297794,42050.91848000919,40635.01137695312,41411.4765625,2427
2013-06-18 00:00:00-04:00,41198.33283959197,41228.78245735959,40117.371408841405,40391.41796875,1921
2013-06-19 00:00:00-04:00,40315.29036268248,41822.54630902144,40208.71670991104,41715.97265625,3314
2013-06-20 00:00:00-04:00,43147.11323476283,45065.4393701122,42720.818538018524,44776.16796875,3440
2013-06-21 00:00:00-04:00,44700.03330882353,46481.33572610294,44319.41313419118,45293.80078125,2862
2013-06-24 00:00:00-04:00,46466.12043739804,47836.35334675775,45659.205501886216,46664.04296875,4089
2013-06-25 00:00:00-04:00,45385.15536735649,46527.01603577371,45111.108806936354,45750.55078125,1525
2013-06-26 00:00:00-04:00,44547.791614993155,44989.311080760344,44212.84581337667,44502.1171875,1684
2013-06-27 00:00:00-04:00,43786.55173442382,43984.4742561719,43070.98569425764,43862.67578125,2117
2013-06-28 00:00:00-04:00,44365.085209998266,44608.68210888638,42933.95342903058,43816.9921875,2833
2013-07-01 00:00:00-04:00,42796.935909231994,43025.308032547,41852.99779952997,42918.734375,2107
2013-07-02 00:00:00-04:00,42994.86408466312,43542.957252881206,42081.37547096631,42933.96484375,2384
2013-07-03 00:00:00-04:00,43314.58932385342,43421.16300584532,41715.984093974825,42324.9765625,1024
2013-07-05 00:00:00-04:00,41639.84298139252,42629.45533744024,41304.897260884056,41396.24609375,2141
2013-07-08 00:00:00-04:00,40695.91468542359,41685.52727597822,40695.91468542359,41244.0078125,1313
2013-07-09 00:00:00-04:00,40680.685972744366,41228.77904722745,40223.941744008465,40497.98828125,1857
2013-07-10 00:00:00-04:00,40635.007102408636,40635.007102408636,39614.94510320992,39782.41796875,1813
2013-07-11 00:00:00-04:00,38488.32313721498,38594.896816787965,37316.01266191215,37392.13671875,1989
2013-07-12 00:00:00-04:00,37331.231753658285,37620.50312532204,36844.0378645404,36935.38671875,1348
2013-07-15 00:00:00-04:00,36813.58793280212,37102.85930200114,36600.44060812915,36661.33984375,827
2013-07-16 00:00:00-04:00,36585.2159556656,37087.63465168598,36493.86710184371,36798.36328125,796
2013-07-17 00:00:00-04:00,36493.87029004841,36844.04092695752,36280.72294584288,36554.76953125,817
2013-07-18 00:00:00-04:00,36569.99154373706,36981.06139039855,36265.49536102485,36767.9140625,1071
2013-07-19 00:00:00-04:00,37711.85481143324,38244.72316767069,37711.85481143324,37909.77734375,1354
2013-07-22 00:00:00-04:00,37529.15330054403,37940.22313385627,37346.45559684969,37605.27734375,752
2013-07-23 00:00:00-04:00,37392.12715431854,38518.762907339544,37376.90234684529,38427.4140625,1209
2013-07-24 00:00:00-04:00,37300.78125,38320.84343112245,37255.106823979586,38046.796875,1279
2013-07-25 00:00:00-04:00,37513.92640758874,38122.91871940025,37209.43025168299,37316.00390625,1659
2013-07-26 00:00:00-04:00,37757.523052217155,37955.44555208765,36737.4609375,36737.4609375,1188
2013-07-29 00:00:00-04:00,36935.38360600743,37239.87976104459,36478.63937345169,36874.484375,1034
2013-07-30 00:00:00-04:00,36554.768028594604,36752.690554363755,35900.101212588954,36372.0703125,1762
2013-07-31 00:00:00-04:00,36174.13847549432,36356.83614456247,35534.69663375578,36189.36328125,1698
2013-08-01 00:00:00-04:00,35397.682339745326,35534.70562622176,34895.26362266507,35047.51171875,1279
2013-08-02 00:00:00-04:00,35032.29108297414,35260.66325431034,34438.5234375,34438.5234375,1034
2013-08-05 00:00:00-04:00,34605.99500781596,34682.11906194666,34301.49879129316,34392.84765625,723
2013-08-06 00:00:00-04:00,34499.41338965311,35397.67702159907,34423.28935304753,35001.83203125,1008
2013-08-07 00:00:00-04:00,35230.20863033933,35930.54985635299,35001.83649142183,35108.41015625,1279
2013-08-08 00:00:00-04:00,34590.76522647317,35336.780849755385,34423.29233145063,34621.21484375,1072
2013-08-09 00:00:00-04:00,34743.015526580144,35367.23272052834,34468.96895362728,35047.51171875,896
2013-08-12 00:00:00-04:00,35504.25447598253,35504.25447598253,34651.66517467249,34864.8125,769
2013-08-13 00:00:00-04:00,34697.3419557998,35443.357645064476,34012.2255064751,34240.59765625,1528
2013-08-14 00:00:00-04:00,34316.72040865385,34773.464690934066,34149.2475051511,34636.44140625,1647
2013-08-15 00:00:00-04:00,35763.072358864636,36661.33598984506,35763.072358864636,36356.83984375,1951
2013-08-16 00:00:00-04:00,36372.071262139725,36630.89303336466,35884.87733983396,36448.1953125,1069
2013-08-19 00:00:00-04:00,36417.74155405405,36630.888870842,35504.2530535343,36615.6640625,1654
2013-08-20 00:00:00-04:00,36432.96707518708,36509.09111838639,35641.277025914314,36113.24609375,1383
2013-08-21 00:00:00-04:00,36463.4175694879,36889.71222165728,35549.92902912495,36493.8671875,2244
2013-08-22 00:00:00-04:00,36037.12480376503,36098.02404297714,35367.233172431836,35458.58203125,866
2013-08-23 00:00:00-04:00,34651.66676709027,35093.18624698729,34590.76752848378,34743.015625,961
2013-08-26 00:00:00-04:00,34682.11503469175,34880.037552448994,33875.20015460454,34697.33984375,1476
2013-08-27 00:00:00-04:00,35884.874743031134,37026.73541580472,35397.680855981074,36798.36328125,2866
2013-08-28 00:00:00-04:00,36874.49340175953,36874.49340175953,35884.88065563469,36341.625,1781
2013-08-29 00:00:00-04:00,36356.84376336041,36539.541470713986,35032.285385047035,35610.828125,1809
2013-08-30 00:00:00-04:00,35519.47488581479,36646.11060872533,35504.25007874843,36250.265625,1923
2013-09-03 00:00:00-04:00,35336.78290623666,36143.69781103224,34880.03862050331,35656.50390625,1788
2013-09-04 00:00:00-04:00,35351.99968943242,35595.596586517226,34347.1624889576,34468.9609375,1622
