timestamp,Open,High,Low,Close,Volume,VWAP
2023-04-27 13:00:00-04:00,400.7,401.85,400.69,401.74,13822.0,398.45
2023-04-27 13:05:00-04:00,401.98,402.05,401.77,401.86,6918.0,398.47
2023-04-27 13:10:00-04:00,401.87,401.98,401.72,401.72,3982.0,398.5
2023-04-27 13:15:00-04:00,401.72,401.72,401.42,401.45,1471.0,398.51
2023-04-27 13:20:00-04:00,401.57,402.35,401.57,401.88,5151.0,398.53
2023-04-27 13:25:00-04:00,402.09,402.1,402.04,402.05,3659.0,398.56
2023-04-27 13:30:00-04:00,402.25,402.27,402.15,402.22,3740.0,398.58
2023-04-27 13:35:00-04:00,402.71,402.77,402.55,402.68,7563.0,398.62
2023-04-27 13:40:00-04:00,403.0,403.0,402.46,402.86,3680.0,398.63
2023-04-27 13:45:00-04:00,402.72,402.78,402.33,402.33,1423.0,398.65
2023-04-27 13:50:00-04:00,402.5,403.53,402.44,403.25,15151.0,398.72
2023-04-27 13:55:00-04:00,403.17,403.17,403.17,403.17,1076.0,398.73
2023-04-27 14:00:00-04:00,403.33,403.33,403.02,403.27,4193.0,398.76
2023-04-27 14:05:00-04:00,403.17,403.34,403.16,403.29,3713.0,398.8
2023-04-27 14:10:00-04:00,403.23,403.23,402.75,402.75,9885.0,398.84
2023-04-27 14:15:00-04:00,402.82,403.3,402.82,403.3,4670.0,398.86
2023-04-27 14:20:00-04:00,403.54,403.73,403.45,403.65,5748.0,398.9
2023-04-27 14:25:00-04:00,403.54,403.54,403.09,403.12,4435.0,398.93
2023-04-27 14:30:00-04:00,403.38,403.87,403.16,403.8,8060.0,398.98
2023-04-27 14:35:00-04:00,403.57,403.85,403.57,403.75,4158.0,399.01
2023-04-27 14:40:00-04:00,404.03,404.1,403.6,403.89,7859.0,399.06
2023-04-27 14:45:00-04:00,403.71,403.87,403.55,403.87,3169.0,399.09
2023-04-27 14:50:00-04:00,403.97,404.15,403.72,403.95,15303.0,399.2
2023-04-27 14:55:00-04:00,404.22,404.84,404.21,404.76,32840.0,399.41
2023-04-27 15:00:00-04:00,404.74,404.8,404.63,404.63,4959.0,399.45
2023-04-27 15:05:00-04:00,404.71,404.84,404.49,404.79,18764.0,399.56
2023-04-27 15:10:00-04:00,404.7,404.7,404.29,404.33,4615.0,399.59
2023-04-27 15:15:00-04:00,404.27,404.31,403.97,404.23,4506.0,399.61
2023-04-27 15:20:00-04:00,404.3,404.56,404.3,404.48,3826.0,399.64
2023-04-27 15:25:00-04:00,404.44,404.78,404.44,404.71,4312.0,399.67
