timestamp,Open,High,Low,Close,Volume,VWAP
2023-04-27 15:35:00-04:00,412.33,412.4,412.2,412.2,1055463.0,409.03
2023-04-27 15:40:00-04:00,412.2,412.36,412.12,412.19,1106151.0,409.08
2023-04-27 15:45:00-04:00,412.19,412.44,412.12,412.3,1345081.0,409.14
2023-04-27 15:50:00-04:00,412.28,412.65,412.18,412.48,2873859.0,409.16
2023-04-27 15:55:00-04:00,412.48,412.64,412.25,412.35,2671874.0,409.3
2023-04-27 16:00:00-04:00,412.36,412.53,412.12,412.41,9128055.0,409.42
2023-04-27 16:05:00-04:00,412.42,413.57,411.85,413.24,822217.0,409.84
2023-04-27 16:10:00-04:00,413.24,413.25,412.41,412.98,6138522.0,412.1
2023-04-27 16:15:00-04:00,412.97,413.0,412.41,412.56,580306.0,412.13
2023-04-27 16:20:00-04:00,412.57,412.86,412.41,412.68,44335.0,412.13
2023-04-27 16:25:00-04:00,412.69,412.79,412.53,412.76,31121.0,412.13
2023-04-27 16:30:00-04:00,412.76,412.78,412.39,412.61,1293228.0,411.72
2023-04-27 16:35:00-04:00,412.61,412.69,412.41,412.68,24052.0,411.73
2023-04-27 16:40:00-04:00,412.67,412.88,412.53,412.88,30268.0,411.73
2023-04-27 16:45:00-04:00,412.95,412.97,412.88,412.93,8094.0,411.73
2023-04-27 16:50:00-04:00,412.93,412.95,412.86,412.88,10270.0,411.73
2023-04-27 16:55:00-04:00,412.9,413.04,412.88,412.89,8876.0,411.73
2023-04-27 17:00:00-04:00,412.86,412.93,412.75,412.81,10125.0,411.73
2023-04-27 17:05:00-04:00,412.82,412.91,412.82,412.86,1734.0,411.73
2023-04-27 17:10:00-04:00,412.86,412.9,412.41,412.88,7526.0,411.73
2023-04-27 17:15:00-04:00,412.89,412.95,412.41,412.9,255848.0,411.75
2023-04-27 17:20:00-04:00,412.93,412.93,412.86,412.89,100276.0,411.76
2023-04-27 17:25:00-04:00,412.89,412.96,412.87,412.87,689.0,411.76
2023-04-27 17:30:00-04:00,412.99,412.99,412.87,412.95,969.0,411.76
2023-04-27 17:35:00-04:00,412.9,412.98,412.87,412.95,259.0,411.76
2023-04-27 17:40:00-04:00,412.95,412.99,412.52,412.52,6934.0,411.76
2023-04-27 17:45:00-04:00,412.48,412.88,412.22,412.67,505584.0,411.79
2023-04-27 17:50:00-04:00,412.67,412.74,412.01,412.22,2950.0,411.79
2023-04-27 17:55:00-04:00,412.15,412.38,411.95,412.07,3915.0,411.79
